,Postcode district,Post town,Coverage,Local authority area
0,ZE1,SHETLAND,"Lerwick, Scalloway",Shetland Islands Council
1,ZE2,SHETLAND,"Most of Mainland, Yell, Unst, Fetlar, Foula, Fair Isle",Shetland Islands Council
2,ZE3,SHETLAND,Virkie,Shetland Islands Council
